ET,AEFUEL,FINJ_MULT,KAMRF1,LAMBSE1,PWOFF,ISCDTY,ISCTMR,EGRFLO,SAF,SAFTOT,IEGO1,BP,MPG_MODE,RPM,VSS,AD_CHANNEL_VCAL,AD_CHANNEL_TAR,AD_CHANNEL_BAT,AD_CHANNEL_OCC,AD_CHANNEL_TP,AD_CHANNEL_ACT,AD_CHANNEL_ECT,AD_CHANNEL_NDS,AD_CHANNEL_IEGO,28C,28D,28E,ACT,ECT,ATMR1,ATMR2,ATMR3,APT,RATCH,TAR,TP_REL,VBAT,LOAD_FUEL,LOAD_VE,MAP,VE,OLFLG,WOTFLG,0x93,0xA3,0x26,0xBD,0xDC,0x2C4,0x1DE,0xB7,0x40,0x1A,0x3C,0x21C,0x9C,0x15C,LTFT1,LTFT2,STFT1,STFT2,HP,TQ,IMPG,MPG,DIST,INJDC1,INJDC2,GEAR,AFR_Error,Marker
15.479,0,1.28125,1,0.90078125,266,21.30737352,0,0,3.75,3.75,1018,29.875,4,665,0,512,343,439,1,227,429,539,0,1018,0,0,0,84,106,67,0,67,255,1.109405547,0,1.109481916,11.9375,0.5546875,0.5546875,16.75,0,12,0,132,10,150,43,54,0,0,56,128,168,70,14528,3069,75,0,0,93.84712275,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
15.518,0,1.3125,1,0.90078125,273,21.30737352,0,0,4,4,1019,29.875,4,670,0,512,343,429,1,227,429,539,0,1019,0,0,0,84,106,67,0,67,255,1.109405547,0,1.109481916,11.875,0.5546875,0.5546875,16.625,0,12,0,132,10,150,43,54,0,0,56,128,168,70,14528,3080,71,0,0,93.84712275,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
15.558,0,1.34375,1,0.90078125,280,21.30737352,0,0,4.5,4.5,1019,29.875,4,658,0,512,345,427,1,227,429,539,0,1019,0,0,0,84,106,67,0,67,255,1.109405547,0,1.109481916,11.75,0.5546875,0.5625,16.75,0,12,0,132,10,150,43,54,0,0,56,128,168,70,14528,3016,81,0,0,93.84712275,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
15.598,0,1.34375,1,0.90078125,280,21.30737352,0,0,4.5,4.5,1019,29.875,4,658,0,512,345,427,1,227,429,539,0,1019,0,0,0,84,106,67,0,67,255,1.109405547,0,1.109481916,11.75,0.5546875,0.5625,16.75,0,12,0,132,10,150,43,54,0,0,56,128,168,215,14528,2971,93,0,0,93.84712275,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
15.637,0,1.34375,1,0.90078125,280,21.30737352,0,0,4.5,4.5,1019,29.875,4,658,0,512,345,427,1,227,429,539,0,1019,0,0,0,84,106,67,0,67,255,1.109405547,0,1.109481916,11.75,0.5546875,0.5625,16.75,0,12,0,132,10,150,43,54,0,0,56,128,168,215,14528,2971,93,0,0,93.84712275,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
15.677,0,1.34375,1,0.900180288,280,21.74987842,0,0,5.75,5.75,1019,29.875,4,643,0,512,343,427,1,227,429,539,0,1019,0,0,0,84,106,67,0,67,255,1.109405547,0,1.109481916,11.6875,0.5625,0.5625,16.875,0,12,0,132,10,150,43,54,0,0,56,128,168,215,14528,3122,75,0,0,93.85122768,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
15.716,0,1.34375,1,0.900180288,280,21.74987842,0,0,5.5,5.25,1019,29.875,4,665,0,512,341,439,1,227,429,539,0,1019,0,0,0,84,106,67,0,67,255,1.109405547,0,1.109481916,11.6875,0.5625,0.5625,17,0,12,0,132,10,150,43,54,0,0,56,128,168,215,14528,3122,75,0,0,93.85122768,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
15.755,0,1.3125,1,0.900180288,273,21.74987842,0,0,4.75,4.75,1018,29.875,4,664,0,512,343,439,1,227,429,539,0,1018,0,0,0,84,106,67,0,67,255,1.109405547,0,1.109481916,11.8125,0.5625,0.5625,17,0,12,0,132,11,150,43,54,0,0,56,128,168,215,14528,3117,76,0,0,93.85122768,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
15.795,0,1.3125,1,0.901021635,273,21.74987842,0,0,4.75,4.75,1018,29.875,4,664,0,512,343,439,1,227,429,539,0,1018,0,0,0,84,106,67,0,67,255,1.109405547,0,1.109481916,11.8125,0.5625,0.5625,17,0,12,0,132,11,150,43,54,0,0,56,128,168,215,14528,3117,76,0,0,93.85122768,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
15.834,0,1.3125,1,0.901021635,273,21.74987842,0,0,2,2,1019,29.875,4,703,0,512,347,432,1,227,429,539,0,1019,0,0,0,84,106,68,0,68,255,1.109405547,0,1.109481916,11.875,0.5546875,0.5625,16.75,0,12,0,132,10,150,43,55,0,0,56,128,168,215,14528,3308,45,0,0,93.84548078,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
15.874,0,1.3125,1,0.901021635,273,21.74987842,0,0,2.75,2.75,1018,29.875,4,708,0,512,343,438,1,227,429,539,0,1018,0,0,0,84,106,68,0,68,255,1.109405547,0,1.109481916,11.8125,0.5546875,0.5546875,16.625,0,12,0,132,10,150,43,55,0,0,56,128,168,215,14528,3292,41,0,0,93.84548078,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
15.914,0,1.3125,1,0.901021635,266,21.74987842,0,0,3.25,3.25,1018,29.875,4,663,0,512,347,439,1,227,429,539,0,1018,0,0,0,84,106,68,0,68,255,1.109405547,0,1.109481916,12,0.5546875,0.5546875,16.5,0,12,0,132,10,150,43,55,0,0,56,128,168,215,14528,3037,77,0,0,93.84548078,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
15.954,0,1.28125,1,0.901021635,266,21.74987842,0,0,3.25,3.25,1018,29.875,4,663,0,512,347,439,1,227,429,539,0,1018,0,0,0,84,106,68,0,68,255,1.109405547,0,1.109481916,12,0.5546875,0.5546875,16.5,0,12,0,132,10,150,43,55,0,0,56,128,168,215,14528,3037,77,0,0,93.84548078,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
15.993,0,1.28125,1,0.901622596,266,21.74987842,0,0,3.25,3.25,1018,29.875,4,691,0,512,347,439,1,227,429,539,0,1018,0,0,0,84,106,68,0,68,255,1.109405547,0,1.109481916,12,0.5546875,0.5546875,16.5,0,12,0,132,10,150,43,55,0,0,56,128,168,215,14528,3037,77,0,0,93.84548078,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
16.032,0,1.28125,1,0.901622596,266,21.74987842,0,0,3.25,3.25,1018,29.875,4,691,0,512,347,439,1,227,429,539,0,1018,0,0,0,84,106,68,0,68,255,1.109405547,0,1.109481916,11.9375,0.546875,0.5546875,16.625,0,12,0,132,10,150,43,55,0,0,56,128,168,215,14528,3175,54,0,0,93.84137585,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
16.072,0,1.3125,1,0.901021635,273,21.62475634,0,0,4.75,3.75,1019,29.875,4,659,0,512,343,434,1,227,429,539,0,1019,0,0,0,84,106,68,0,68,255,1.109405547,0,1.109481916,12,0.5546875,0.5546875,16.75,0,12,0,132,10,150,43,55,0,0,56,128,168,174,14528,2995,80,0,0,93.84548078,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
16.112,0,1.3125,1,0.901021635,273,21.62475634,0,0,3.75,3.75,1018,29.875,4,709,0,512,343,439,1,227,429,539,0,1018,0,0,0,84,106,68,0,68,255,1.109405547,0,1.109481916,11.875,0.5546875,0.5546875,16.625,0,12,0,132,11,150,43,55,0,0,56,128,168,174,14528,3317,40,0,0,93.84548078,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
16.151,0,1.3125,1,0.901021635,273,21.62475634,0,0,3.75,3.75,1018,29.875,4,709,0,512,343,439,1,227,429,539,0,1019,0,0,0,84,106,68,0,68,255,1.109405547,0,1.109481916,12,0.546875,0.546875,16.375,0,12,0,132,10,150,43,55,0,0,56,128,168,174,14528,3304,37,0,0,93.84548078,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
16.191,0,1.3125,1,0.901021635,273,21.62475634,0,0,3.75,3.75,1018,29.875,4,709,0,512,343,439,1,227,429,539,0,1019,0,0,0,84,106,68,0,68,255,1.109405547,0,1.109481916,12,0.546875,0.546875,16.375,0,12,0,132,10,150,43,55,0,0,56,128,168,174,14528,3304,37,0,0,93.84548078,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
16.23,0,1.3125,1,0.901622596,273,21.62475634,0,0,2,2,1019,29.875,4,714,0,512,343,437,1,227,428,539,0,1018,0,0,0,84,106,68,0,68,255,1.109405547,0,1.109481916,11.875,0.5390625,0.5390625,16.25,0,12,0,132,11,150,43,55,0,0,56,128,168,174,14528,3430,28,0,0,93.84137585,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
16.268,0,1.3125,1,0.902223558,273,21.62475634,0,0,1.75,1.75,1018,29.875,4,744,0,512,343,439,1,227,428,539,0,1018,0,0,0,84,106,68,0,68,255,1.109405547,0,1.109481916,11.875,0.5390625,0.5390625,16.25,0,12,0,132,11,150,43,55,0,0,56,128,168,174,14528,3430,28,0,0,93.83727093,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
16.308,0,1.28125,1,0.902223558,266,21.62475634,0,0,1.75,1.75,1018,29.875,4,714,0,512,343,439,1,227,428,539,0,1018,0,0,0,84,106,68,0,68,255,1.109405547,0,1.109481916,12,0.5390625,0.5390625,16.25,0,12,0,132,10,150,43,55,0,0,56,128,168,174,14528,3239,37,0,0,93.83727093,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
16.35,0,1.3125,1,0.902223558,273,21.62475634,0,0,1.5,1.5,1018,29.875,4,739,0,512,347,429,1,227,428,539,0,1018,0,0,0,84,106,68,0,68,255,1.109405547,0,1.109481916,11.9375,0.5390625,0.53125,16.125,0,12,0,132,10,150,43,55,0,0,56,128,168,174,14528,3371,29,0,0,93.83727093,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
16.39,0,1.3125,1,0.902223558,273,21.62475634,0,0,1.5,1.5,1018,29.875,4,739,0,512,347,429,1,227,428,539,0,1018,0,0,0,84,106,68,0,68,255,1.109405547,0,1.109481916,11.9375,0.5390625,0.53125,16.125,0,12,0,132,10,150,43,55,0,0,56,128,168,174,14528,3371,29,0,0,93.83727093,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
16.43,0,1.28125,1,0.902824519,266,21.30737352,0,0,1.5,1.5,1018,29.875,4,746,0,512,343,439,1,227,428,539,0,1018,0,0,0,84,106,68,0,68,255,1.109405547,0,1.109481916,12,0.53125,0.53125,15.75,0,12,0,132,10,150,43,55,0,0,56,128,168,70,14528,3363,27,0,0,93.833166,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
16.47,0,1.3125,1,0.902824519,273,21.30737352,0,0,1.5,1.5,1018,29.875,4,706,0,512,343,435,1,227,428,539,0,1018,0,0,0,84,106,68,0,68,255,1.109405547,0,1.109481916,11.9375,0.53125,0.53125,15.875,0,12,0,132,10,150,43,55,0,0,56,128,168,70,14528,3098,42,0,0,93.833166,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
16.509,0,1.3125,1,0.902824519,273,21.30737352,0,0,2,2,1018,29.875,4,718,0,512,343,439,1,227,428,539,0,1018,0,0,0,84,106,68,0,68,255,1.109405547,0,1.109481916,11.875,0.53125,0.53125,15.875,0,12,0,132,11,150,43,55,0,0,56,128,168,70,14528,3189,36,0,0,93.833166,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
16.549,0,1.3125,1,0.902824519,273,21.30737352,0,0,2,2,1018,29.875,4,718,0,512,343,439,1,227,428,539,0,1018,0,0,0,84,106,68,0,68,255,1.109405547,0,1.109481916,11.875,0.53125,0.53125,15.875,0,12,0,132,11,150,43,55,0,0,56,128,168,70,14528,3189,36,0,0,93.833166,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
16.588,0,1.3125,1,0.902824519,273,21.30737352,0,0,2,2,1018,29.875,4,718,0,512,343,439,1,227,428,539,0,1018,0,0,0,84,106,68,0,68,255,1.109405547,0,1.109481916,11.875,0.53125,0.53125,15.875,0,12,0,132,11,150,43,55,0,0,56,128,168,70,14528,3130,39,0,0,93.833166,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
16.629,0,1.28125,1,0.902824519,266,21.30737352,0,0,1.5,1.5,1018,29.875,4,710,0,512,343,439,1,227,427,539,0,1018,0,0,0,84,106,68,0,68,255,1.109405547,0,1.109481916,12,0.53125,0.53125,15.875,0,12,0,132,10,150,43,55,0,0,56,128,168,70,14528,3130,39,0,0,93.833166,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
16.668,0,1.28125,1,0.902824519,266,21.30737352,0,0,1.75,1.75,1018,29.875,4,734,0,512,343,439,1,227,427,540,0,1018,0,0,0,84,106,68,0,68,255,1.109405547,0,1.109481916,11.9375,0.53125,0.53125,15.875,0,12,0,132,11,150,43,55,0,0,56,128,168,70,14528,3297,31,0,0,93.833166,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
16.71,0,1.28125,1,0.903425481,266,21.30737352,0,0,2,1.75,1018,29.875,4,711,0,512,343,439,1,227,427,539,0,1018,0,0,0,84,106,68,0,68,255,1.109405547,0,1.109481916,12,0.5234375,0.5234375,15.875,0,12,0,132,10,150,43,55,0,0,56,128,168,70,14528,3128,36,0,0,93.82906107,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
16.75,0,1.3125,1,0.903425481,273,21.30737352,0,0,2,2,1019,29.875,4,707,0,512,341,426,1,227,427,539,0,1019,0,0,0,84,106,68,0,68,255,1.109405547,0,1.109481916,11.9375,0.5234375,0.53125,15.875,0,12,0,132,10,150,43,55,0,0,56,128,168,70,14528,3128,36,0,0,93.82906107,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
16.792,0,1.3125,1,0.903425481,273,21.30737352,0,0,2,2,1019,29.875,4,707,0,512,341,426,1,227,427,539,0,1019,0,0,0,84,106,68,0,68,255,1.109405547,0,1.109481916,11.9375,0.5234375,0.53125,15.875,0,12,0,132,10,150,43,55,0,0,56,128,168,70,14528,3107,42,0,0,93.82906107,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
16.832,0,1.3125,1,0.903425481,273,21.30737352,0,0,2,2,1019,29.875,4,707,0,512,341,426,1,227,427,539,0,1019,0,0,0,84,106,68,0,68,255,1.109405547,0,1.109481916,11.9375,0.5234375,0.53125,15.875,0,12,0,132,10,150,43,55,0,0,56,128,168,70,14528,3107,42,0,0,93.82906107,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
16.872,0,1.28125,1,0.902944712,266,21.17919969,0,0,1.75,2,1018,29.875,4,708,0,512,343,440,1,227,427,539,0,1018,0,0,0,84,106,69,0,69,255,1.109405547,0,1.109481916,12,0.53125,0.53125,15.875,0,12,0,132,10,150,43,56,0,0,56,128,168,28,14528,3123,41,0,0,93.83234501,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
16.912,0,1.28125,1,0.903545673,266,21.17919969,0,0,1.75,2,1018,29.875,4,741,0,512,343,427,1,227,427,539,0,1018,0,0,0,84,106,69,0,69,255,1.109405547,0,1.109481916,12,0.5234375,0.5234375,15.75,0,12,0,132,10,150,43,56,0,0,56,128,168,28,14528,3302,29,0,0,93.82824008,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
16.952,0,1.28125,1,0.903545673,266,21.17919969,0,0,1.5,1.5,1018,29.875,4,723,0,512,343,439,1,227,427,539,0,1018,0,0,0,84,106,69,0,69,255,1.109405547,0,1.109481916,12,0.5234375,0.5234375,15.75,0,12,0,132,10,150,43,56,0,0,56,128,168,28,14528,3189,34,0,0,93.82824008,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
16.991,0,1.28125,1,0.903545673,266,21.17919969,0,0,1.5,1.5,1018,29.875,4,739,0,512,347,439,1,227,427,539,0,1018,0,0,0,84,106,69,0,69,255,1.109405547,0,1.109481916,12,0.5234375,0.5234375,15.75,0,12,0,132,10,150,43,56,0,0,56,128,168,28,14528,3189,34,0,0,93.82824008,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
17.033,0,1.28125,1,0.903545673,266,21.17919969,0,0,1.5,1.5,1018,29.875,4,739,0,512,347,439,1,227,427,539,0,1018,0,0,0,84,106,69,0,69,255,1.109405547,0,1.109481916,11.9375,0.5234375,0.5234375,15.75,0,12,0,132,10,150,43,56,0,0,56,128,168,28,14528,3278,29,0,0,93.82824008,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
17.072,0,1.3125,1,0.903545673,273,21.17919969,0,0,1.75,1.75,1018,29.875,4,717,0,512,343,435,1,227,427,539,0,1018,0,0,0,84,106,69,0,69,255,1.109405547,0,1.109481916,11.9375,0.5234375,0.5234375,15.625,0,12,0,132,10,150,43,56,0,0,56,128,168,28,14528,3132,42,0,0,93.82824008,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
17.112,0,1.28125,1,0.903545673,266,21.17919969,0,0,2.5,2.5,1018,29.875,4,687,0,512,343,439,1,227,427,539,0,1018,0,0,0,84,106,69,0,69,255,1.109405547,0,1.109481916,12,0.5234375,0.5234375,15.75,0,12,0,132,10,150,43,56,0,0,56,128,168,28,14528,2982,58,0,0,93.82824008,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
17.151,0,1.28125,1,0.903545673,266,21.17919969,0,0,2.25,2.25,1018,29.875,4,687,0,512,343,439,1,227,427,539,0,1018,0,0,0,84,106,69,0,69,255,1.109405547,0,1.109481916,12,0.5234375,0.53125,15.875,0,12,0,132,10,150,43,56,0,0,56,128,168,28,14528,2986,58,0,0,93.82824008,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
17.23,0,1.28125,1,0.903545673,266,21.17919969,0,0,2.25,2.25,1018,29.875,4,687,0,512,343,439,1,227,427,539,0,1018,0,0,0,84,106,69,0,69,255,1.109405547,0,1.109481916,12,0.5234375,0.53125,15.875,0,12,0,132,10,150,43,56,0,0,56,128,168,28,14528,2986,58,0,0,93.82824008,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
17.269,0,1.3125,1,0.902944712,273,21.17919969,0,0,3.25,3.25,1019,29.875,4,688,0,512,347,427,1,227,427,539,0,1019,0,0,0,84,106,69,0,69,255,1.109405547,0,1.109481916,11.9375,0.53125,0.53125,16,0,12,0,132,10,150,43,56,0,0,56,128,168,28,14528,3025,57,0,0,93.83234501,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
17.308,0,1.34375,1,0.902944712,280,21.17919969,0,0,3.5,3.5,1019,29.875,4,666,0,512,347,429,1,227,427,539,0,1019,0,0,0,84,106,69,0,69,255,1.109405547,0,1.109481916,11.8125,0.53125,0.5390625,16.125,0,12,0,132,10,150,43,56,0,0,56,128,168,28,14528,2941,74,0,0,93.83234501,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
17.35,0,1.3125,1,0.90234375,273,21.17919969,0,0,4,4,1018,29.875,4,654,0,512,343,439,1,227,427,539,0,1018,0,0,0,84,106,69,0,69,255,1.109405547,0,1.109481916,11.875,0.5390625,0.546875,16.25,0,12,0,132,11,150,43,56,0,0,56,128,168,28,14528,2887,84,0,0,93.83644994,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
17.389,0,1.28125,1,0.90234375,266,21.30737352,0,0,3.75,3.75,1018,29.875,4,693,0,512,343,439,1,227,427,539,0,1018,0,0,0,84,106,69,0,69,255,1.109405547,0,1.109481916,12,0.5390625,0.5390625,16.25,0,12,0,132,10,150,43,56,0,0,56,128,168,70,14528,3124,53,0,0,93.83644994,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
17.468,0,1.28125,1,0.90234375,266,21.30737352,0,0,3.75,3.75,1018,29.875,4,693,0,512,343,439,1,227,427,539,0,1018,0,0,0,84,106,69,0,69,255,1.109405547,0,1.109481916,12,0.5390625,0.5390625,16.25,0,12,0,132,10,150,43,56,0,0,56,128,168,70,14528,3124,53,0,0,93.83644994,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
17.508,0,1.28125,1,0.90234375,266,21.30737352,0,0,2,2.5,1018,29.875,4,716,0,512,347,439,1,227,427,539,0,1018,0,0,0,84,106,69,0,69,255,1.109405547,0,1.109481916,11.9375,0.5390625,0.5390625,16.25,0,12,0,132,10,150,43,56,0,0,56,128,168,70,14528,3251,36,0,0,93.83644994,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
17.548,0,1.3125,1,0.902944712,273,21.30737352,0,0,1.25,1.25,1019,29.875,4,741,0,512,343,435,1,227,426,539,0,1019,0,0,0,84,106,69,0,69,255,1.109405547,0,1.109481916,12,0.53125,0.53125,16,0,12,0,132,10,150,43,56,0,0,56,128,168,70,14528,3359,29,0,0,93.83234501,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
17.587,0,1.3125,1,0.902944712,273,21.30737352,0,0,1.5,1.25,1018,29.875,4,707,0,512,347,427,1,227,426,539,0,1018,0,0,0,84,106,69,0,69,255,1.109405547,0,1.109481916,11.875,0.53125,0.5390625,16,0,12,0,132,10,150,43,56,0,0,56,128,168,70,14528,3136,42,0,0,93.83234501,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
17.667,0,1.3125,1,0.902944712,273,21.30737352,0,0,1.5,1.25,1018,29.875,4,707,0,512,347,427,1,227,426,539,0,1018,0,0,0,84,106,69,0,69,255,1.109405547,0,1.109481916,11.875,0.53125,0.5390625,16,0,12,0,132,10,150,43,56,0,0,56,128,168,70,14528,3136,42,0,0,93.83234501,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
17.707,0,1.34375,1,0.90234375,280,21.30737352,0,0,4.75,3.75,1019,29.875,4,640,0,512,343,427,1,227,426,539,0,1019,0,0,0,84,106,69,0,69,255,1.109405547,0,1.109481916,11.6875,0.5390625,0.5390625,16.25,0,12,0,132,10,150,43,56,0,0,56,128,168,70,14528,2815,95,0,0,93.83644994,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
17.747,0,1.34375,1,0.901742788,280,21.30737352,0,0,5.5,5.5,1019,29.875,4,613,0,512,343,429,1,227,426,539,0,1019,0,0,0,84,106,69,0,69,255,1.109405547,0,1.109481916,11.625,0.546875,0.546875,16.375,0,12,0,132,10,150,43,56,0,0,56,128,168,70,14528,2690,109,0,0,93.84055487,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
17.786,0,1.34375,1,0.901742788,280,21.49658251,1,0,3.5,3.5,1018,29.875,4,706,0,512,343,440,1,227,426,539,0,1018,0,0,0,84,106,69,0,69,255,1.109405547,0,1.109481916,11.6875,0.546875,0.546875,16.5,0,12,0,132,11,150,43,56,0,0,56,128,168,132,14528,3250,42,0,0,93.84055487,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
17.826,0,1.34375,1,0.901742788,280,21.49658251,1,0,3.5,3.5,1018,29.875,4,706,0,512,343,440,1,227,426,539,0,1018,0,0,0,84,106,69,0,69,255,1.109405547,0,1.109481916,11.6875,0.546875,0.546875,16.5,0,12,0,132,11,150,43,56,0,0,56,128,168,132,14528,3379,32,0,0,93.84055487,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
17.864,0,1.3125,1,0.901862981,273,21.49658251,0,0,1.75,1.75,1019,29.875,4,731,0,512,343,435,1,227,426,539,0,1019,0,0,0,84,106,70,0,69,255,1.109405547,0,1.109481916,11.6875,0.546875,0.546875,16.5,0,12,0,132,11,150,43,56,0,0,56,128,168,132,14528,3379,32,0,0,93.84055487,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
17.904,0,1.3125,1,0.901862981,273,21.49658251,0,0,1.75,1.75,1019,29.875,4,731,0,512,343,435,1,227,426,539,0,1019,0,0,0,84,106,70,0,70,255,1.109405547,0,1.109481916,11.8125,0.546875,0.546875,16.25,0,12,0,132,10,150,43,57,0,0,56,128,168,132,14528,3379,32,0,0,93.83973388,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
17.943,0,1.3125,1,0.902463942,273,21.49658251,0,0,1.75,1.5,1018,29.875,4,716,0,512,347,439,1,227,426,539,0,1018,0,0,0,84,106,70,0,70,255,1.109405547,0,1.109481916,11.875,0.5390625,0.5390625,16.125,0,12,0,132,11,150,43,57,0,0,56,128,168,132,14528,3237,36,0,0,93.83562895,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
17.983,0,1.28125,1,0.902463942,266,21.49658251,0,0,3,3,1018,29.875,4,656,0,512,347,439,1,227,426,539,0,1018,0,0,0,84,106,70,0,70,255,1.109405547,0,1.109481916,12,0.5390625,0.546875,16.25,0,12,0,132,10,150,43,57,0,0,56,128,168,132,14528,2882,82,0,0,93.83562895,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
18.022,0,1.28125,1,0.901862981,266,21.49658251,0,0,3.75,3.75,1018,29.875,4,663,0,512,343,439,1,227,426,539,0,1018,0,0,0,84,106,70,0,70,255,1.109405547,0,1.109481916,12,0.546875,0.546875,16.375,0,12,0,132,10,150,43,57,0,0,56,128,168,132,14528,2968,77,0,0,93.83973388,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
18.061,0,1.3125,1,0.901862981,273,21.49658251,0,0,3.5,4,1018,29.875,4,685,0,512,339,433,1,227,425,539,0,1018,0,0,0,84,106,70,0,70,255,1.109405547,0,1.109481916,12,0.546875,0.546875,16.25,0,12,0,132,10,150,43,57,0,0,56,128,168,132,14528,2968,77,0,0,93.83973388,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
18.101,0,1.3125,1,0.901862981,273,21.49658251,0,0,3.5,4,1018,29.875,4,685,0,512,339,433,1,227,425,539,0,1018,0,0,0,84,106,70,0,70,255,1.109405547,0,1.109481916,12,0.546875,0.546875,16.25,0,12,0,132,10,150,43,57,0,0,56,128,168,132,14528,3111,59,0,0,93.83973388,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
18.141,0,1.3125,1,0.901862981,273,21.49658251,0,0,3.5,4,1018,29.875,4,685,0,512,339,433,1,227,425,539,0,1018,0,0,0,84,106,70,0,70,255,1.109405547,0,1.109481916,12,0.546875,0.546875,16.25,0,12,0,132,10,150,43,57,0,0,56,128,168,132,14528,3111,59,0,0,93.83973388,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
18.179,0,1.28125,1,0.902463942,266,21.49658251,0,0,2.25,2.25,1018,29.875,4,733,0,512,343,439,1,227,425,539,0,1018,0,0,0,84,106,70,0,70,255,1.109405547,0,1.109481916,12,0.5390625,0.5390625,16.25,0,12,0,132,11,150,43,57,0,0,56,128,168,132,14528,3380,31,0,0,93.83562895,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
18.218,0,1.3125,1,0.902463942,273,21.17919969,0,0,1.75,1.75,1018,29.875,4,732,0,512,311,435,1,227,425,538,0,1018,0,0,0,84,106,70,0,70,255,1.109405547,0,1.109481916,11.9375,0.5390625,0.5390625,16.125,0,12,0,132,10,150,43,57,0,0,56,128,168,28,14528,3320,32,0,0,93.83562895,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
18.258,0,1.34375,1,0.902463942,280,21.17919969,0,0,2.25,1.5,1018,29.875,4,697,0,512,343,426,1,227,425,538,0,1018,0,0,0,84,106,70,0,70,255,1.109405547,0,1.109481916,11.8125,0.5390625,0.5390625,16,0,12,0,132,10,150,43,57,0,0,56,128,168,28,14528,3085,50,0,0,93.83562895,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
